book_id,user_id
24818,8842281e1d1347389f2ab93d60773d4d
13573616,4980305f36ab8c2ab831e401a185f28a
1366033,4980305f36ab8c2ab831e401a185f28a
23657454,559d843b319087e12f48282e386e401f
23546843,559d843b319087e12f48282e386e401f
6404506,bda99715e8f6865c236926a0979b72a5
27251142,39ec87763741d92028cd8a19501a62af
17251102,39ec87763741d92028cd8a19501a62af
13637111,39ec87763741d92028cd8a19501a62af
23546843,39ec87763741d92028cd8a19501a62af
545692,39ec87763741d92028cd8a19501a62af
107018,39ec87763741d92028cd8a19501a62af
92143,81755a4fedb021b3da7093f763b0bdcd
11414571,a5ac0c0a728259db23e16e8e143e3325
20801116,a5ac0c0a728259db23e16e8e143e3325
6652674,a5ac0c0a728259db23e16e8e143e3325
12450035,a5ac0c0a728259db23e16e8e143e3325
2352936,a5ac0c0a728259db23e16e8e143e3325
17137603,ced7b8e0a3340e8af27f2663f442c3bb
29936927,f67cc8786583247a1fbf3ee190cbbbc2
24031832,f67cc8786583247a1fbf3ee190cbbbc2
23546843,f67cc8786583247a1fbf3ee190cbbbc2
17137603,f67cc8786583247a1fbf3ee190cbbbc2
29936927,71136efc5df6142218e52eaa07227a44
92143,18759758c7cf75975cff3fbb1363a73f
1015311,37e4d1438f5918fd1400c12b49b80f61
13644998,ee2526a8ca56fd3e2021e5c917c40e76
205001,3cd7e962765c795dea97babd41215e99
6658572,5908fffe33ba190524f3195bf9f923e0
1366033,e6d35f5d6eed3b8981a224d43c24f2b7
8062063,e6d35f5d6eed3b8981a224d43c24f2b7
10408722,e6d35f5d6eed3b8981a224d43c24f2b7
8062063,a3d0b73b0f3580b60075b04ea76dd4cd
23366837,887b209a7c69197a1342981c583ac1f6
23546843,887b209a7c69197a1342981c583ac1f6
17137603,d94ef0ee0ad59becc572d80520568820
92143,7e9196bb2ac89227b25691724c591768
461067,753746d5d26fea030b33299b34ea1299
26088,b4a528992a95a45f214f447b6cc5994d
2644598,a4eee8dfe818d48fb2641c6a974d83a5
23846750,a4eee8dfe818d48fb2641c6a974d83a5
28818226,a4eee8dfe818d48fb2641c6a974d83a5
7293070,a4eee8dfe818d48fb2641c6a974d83a5
598638,a4eee8dfe818d48fb2641c6a974d83a5
16002008,bda576847fc8af9494d83d73bb8fea96
15758864,218ff0c75e3b63d0e1eab5f3dfad779f
330746,db5bc9792b1f5b25e8d9d4799e215446
28577198,0aa3757d0211254712a16bd8289b461d
205001,03f6f73e78c0c3e1bda911a3206de3c5
29150,eadf8c06370d9c6fd74121723c8d20e3
282352,eadf8c06370d9c6fd74121723c8d20e3
1898952,eadf8c06370d9c6fd74121723c8d20e3
11414571,eadf8c06370d9c6fd74121723c8d20e3
688686,eadf8c06370d9c6fd74121723c8d20e3
598638,8997919751c30ab67e9343a99ff4867c
6284131,7e6b8a3e1bd0303dcffc10697cd3cec3
74929,e16adab6e3efb3734cabfddde0628b64
11066468,5e9856d8d0ff2ba114970ff32651c235
26088,5e9856d8d0ff2ba114970ff32651c235
23546843,5e9856d8d0ff2ba114970ff32651c235
179174,809453db2322819cc0401ce8ff9dd091
17465076,6e7c55e550088f272b8a39a0f5e30b30
3704500,a2c3af7e07dee917678a2465530fb50c
3704500,64d7fd29fe5282ff5ffb4f176250bcb8
724327,5501734ff42611aa9b34c53346eab7a8
92143,47e063740482b4217e3a84c0f3c06d08
23546843,47e063740482b4217e3a84c0f3c06d08
20881158,47e063740482b4217e3a84c0f3c06d08
59982,057edf9e3032d39ae0af3bb0f7958026
330659,057edf9e3032d39ae0af3bb0f7958026
22355,057edf9e3032d39ae0af3bb0f7958026
133035,057edf9e3032d39ae0af3bb0f7958026
22355,a5f714acc38961262b25992b6510de10
598638,a5f714acc38961262b25992b6510de10
23546843,f7f2e1ed6e4edce77be8ab2728bf9afd
16071862,f7f2e1ed6e4edce77be8ab2728bf9afd
29936927,3e4d3ed8314433ed2482221467a2b38d
13637111,3e4d3ed8314433ed2482221467a2b38d
59982,3e4d3ed8314433ed2482221467a2b38d
107018,3e4d3ed8314433ed2482221467a2b38d
18188823,3e4d3ed8314433ed2482221467a2b38d
6337758,3e4d3ed8314433ed2482221467a2b38d
17137633,3e4d3ed8314433ed2482221467a2b38d
106983,3e4d3ed8314433ed2482221467a2b38d
13537835,3e4d3ed8314433ed2482221467a2b38d
435879,3e4d3ed8314433ed2482221467a2b38d
